recommendation_id,user_id,content
339,47,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
340,26,This song adds so much bounce in my steps I feel like dancing.
341,87,I enjoy walking past and watching people in the streets and this song makes my day even better.
342,73,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
343,62,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
344,83,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
345,79,I enjoy walking past and watching people in the streets and this song makes my day even better.
346,88,It fits the vibe whenever I walk in a dark empty street somehow.
347,22,This song adds so much bounce in my steps I feel like dancing.
348,100,I enjoy walking past and watching people in the streets and this song makes my day even better.
349,43,This song adds so much bounce in my steps I feel like dancing.
350,92,I enjoy walking past and watching people in the streets and this song makes my day even better.
351,33,It fits the vibe whenever I walk in a dark empty street somehow.
352,29,It fits the vibe whenever I walk in a dark empty street somehow.
353,11,I enjoy walking past and watching people in the streets and this song makes my day even better.
354,100,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
355,12,It fits the vibe whenever I walk in a dark empty street somehow.
356,58,This song adds so much bounce in my steps I feel like dancing.
357,39,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
358,21,I enjoy walking past and watching people in the streets and this song makes my day even better.
359,88,I enjoy walking past and watching people in the streets and this song makes my day even better.
360,59,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
361,91,This song adds so much bounce in my steps I feel like dancing.
362,41,I enjoy walking past and watching people in the streets and this song makes my day even better.
363,68,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
364,35,It fits the vibe whenever I walk in a dark empty street somehow.
365,55,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
366,88,I enjoy walking past and watching people in the streets and this song makes my day even better.
367,53,I enjoy walking past and watching people in the streets and this song makes my day even better.
368,68,This song adds so much bounce in my steps I feel like dancing.
369,58,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
370,60,It fits the vibe whenever I walk in a dark empty street somehow.
371,16,It fits the vibe whenever I walk in a dark empty street somehow.
372,16,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
373,47,This song adds so much bounce in my steps I feel like dancing.
374,27,I enjoy walking past and watching people in the streets and this song makes my day even better.
375,69,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
376,45,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
377,21,It fits the vibe whenever I walk in a dark empty street somehow.
378,41,It fits the vibe whenever I walk in a dark empty street somehow.
379,67,I enjoy walking past and watching people in the streets and this song makes my day even better.
380,59,This song adds so much bounce in my steps I feel like dancing.
381,95,Morning trains can get really crowded and smelly but this helps me to stay away mentally
382,13,I listen to this while being stuck in a jam
383,26,I listen to this while being stuck in a jam
384,84,Morning trains can get really crowded and smelly but this helps me to stay away mentally
385,95,I listen to this while being stuck in a jam
386,17,It's good for travelling on a long ride.
387,43,Time passes so much faster with this song when there's a jam
388,53,Time passes so much faster with this song when there's a jam
389,44,Time passes so much faster with this song when there's a jam
390,38,I listen to this while being stuck in a jam
391,87,Morning trains can get really crowded and smelly but this helps me to stay away mentally
392,39,I listen to this while being stuck in a jam
393,12,Time passes so much faster with this song when there's a jam
394,54,Time passes so much faster with this song when there's a jam
395,12,I listen to this while being stuck in a jam
396,66,It's good for travelling on a long ride.
397,75,It's good for travelling on a long ride.
398,36,It's good for travelling on a long ride.
399,52,Time passes so much faster with this song when there's a jam
400,81,I listen to this while being stuck in a jam
401,69,Morning trains can get really crowded and smelly but this helps me to stay away mentally
402,15,It's good for travelling on a long ride.
403,70,It's good for travelling on a long ride.
404,46,Morning trains can get really crowded and smelly but this helps me to stay away mentally
405,39,Morning trains can get really crowded and smelly but this helps me to stay away mentally
406,4,Time passes so much faster with this song when there's a jam
407,80,Time passes so much faster with this song when there's a jam
408,14,I listen to this while being stuck in a jam
409,60,Time passes so much faster with this song when there's a jam
410,8,Morning trains can get really crowded and smelly but this helps me to stay away mentally
411,83,It's good for travelling on a long ride.
412,90,I listen to this while being stuck in a jam
413,77,I listen to this while being stuck in a jam
414,25,I listen to this while being stuck in a jam
415,78,I listen to this while being stuck in a jam
416,29,Time passes so much faster with this song when there's a jam
417,17,It's good for travelling on a long ride.
418,14,It's good for travelling on a long ride.
419,31,I listen to this while being stuck in a jam
420,33,Time passes so much faster with this song when there's a jam
421,45,Morning trains can get really crowded and smelly but this helps me to stay away mentally
422,28,It's good for travelling on a long ride.
423,3,It's good for travelling on a long ride.
424,48,I listen to this while being stuck in a jam
425,27,Morning trains can get really crowded and smelly but this helps me to stay away mentally
426,74,Time passes so much faster with this song when there's a jam
427,27,I listen to this while being stuck in a jam
428,55,It's good for travelling on a long ride.
429,17,It's good for travelling on a long ride.
430,96,I listen to this while being stuck in a jam
431,43,Morning trains can get really crowded and smelly but this helps me to stay away mentally
432,44,This song adds so much bounce in my steps I feel like dancing.
433,28,This song adds so much bounce in my steps I feel like dancing.
434,98,I enjoy walking past and watching people in the streets and this song makes my day even better.
435,13,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
436,89,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
437,70,It fits the vibe whenever I walk in a dark empty street somehow.
438,53,It fits the vibe whenever I walk in a dark empty street somehow.
439,46,It fits the vibe whenever I walk in a dark empty street somehow.
440,25,It fits the vibe whenever I walk in a dark empty street somehow.
441,69,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
442,46,This song adds so much bounce in my steps I feel like dancing.
443,73,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
444,90,It fits the vibe whenever I walk in a dark empty street somehow.
445,98,It fits the vibe whenever I walk in a dark empty street somehow.
446,93,I enjoy walking past and watching people in the streets and this song makes my day even better.
447,7,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
448,56,This song adds so much bounce in my steps I feel like dancing.
449,24,This song adds so much bounce in my steps I feel like dancing.
450,65,I enjoy walking past and watching people in the streets and this song makes my day even better.
451,28,This song adds so much bounce in my steps I feel like dancing.
452,65,It fits the vibe whenever I walk in a dark empty street somehow.
453,78,It fits the vibe whenever I walk in a dark empty street somehow.
454,55,This song adds so much bounce in my steps I feel like dancing.
455,16,This song adds so much bounce in my steps I feel like dancing.
456,100,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
457,48,It fits the vibe whenever I walk in a dark empty street somehow.
458,99,It fits the vibe whenever I walk in a dark empty street somehow.
459,17,It fits the vibe whenever I walk in a dark empty street somehow.
460,22,It fits the vibe whenever I walk in a dark empty street somehow.
461,34,It fits the vibe whenever I walk in a dark empty street somehow.
462,98,It fits the vibe whenever I walk in a dark empty street somehow.
463,94,I enjoy walking past and watching people in the streets and this song makes my day even better.
464,55,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
465,48,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
466,61,It fits the vibe whenever I walk in a dark empty street somehow.
467,54,Love it when I can blast this out loud at home
468,20,Love it!!!
469,60,Feel very at ease at home with this
470,16,Feel very at ease at home with this
471,48,I usually close myself out from the outside world and listen to this
472,29,I usually close myself out from the outside world and listen to this
473,48,I usually close myself out from the outside world and listen to this
474,26,Love it when I can blast this out loud at home
475,62,Feel very at ease at home with this
476,2,Love it when I can blast this out loud at home
477,57,Love it when I can blast this out loud at home
478,91,I usually close myself out from the outside world and listen to this
479,47,Love it!!!
480,34,Feel very at ease at home with this
481,59,Love it!!!
482,55,Feel very at ease at home with this
483,28,Feel very at ease at home with this
484,35,I usually close myself out from the outside world and listen to this
485,81,Love it!!!
486,89,I usually close myself out from the outside world and listen to this
487,36,I usually close myself out from the outside world and listen to this
488,90,Love it when I can blast this out loud at home
489,1,Love it!!!
490,73,Love it!!!
491,75,I usually close myself out from the outside world and listen to this
492,79,Love it when I can blast this out loud at home
493,18,Love it!!!
494,50,Love it!!!
495,97,Love it!!!
496,64,Love it when I can blast this out loud at home
497,24,I usually close myself out from the outside world and listen to this
498,36,Love it!!!
499,37,Feel very at ease at home with this
500,5,I usually close myself out from the outside world and listen to this
501,89,Love it!!!
502,84,Love it!!!
503,70,Love it!!!
504,19,I usually close myself out from the outside world and listen to this
505,80,I used to listen whenever I'm in the school library
506,74,"School can get a little boring, but this song keeps me going."
507,12,"I never liked heading to school, but this song always make my time better."
508,4,"School can get a little boring, but this song keeps me going."
509,42,"I never liked heading to school, but this song always make my time better."
510,10,"I never liked heading to school, but this song always make my time better."
511,61,I used to listen whenever I'm in the school library
512,17,I used to listen whenever I'm in the school library
513,82,"School can get a little boring, but this song keeps me going."
514,21,"I never liked heading to school, but this song always make my time better."
515,12,"I never liked heading to school, but this song always make my time better."
516,84,I always listen to this when I'm heading to school
517,80,"I never liked heading to school, but this song always make my time better."
518,8,I used to listen whenever I'm in the school library
519,48,I always listen to this when I'm heading to school
520,46,I always listen to this when I'm heading to school
521,47,"School can get a little boring, but this song keeps me going."
522,54,I used to listen whenever I'm in the school library
523,22,"School can get a little boring, but this song keeps me going."
524,60,I always listen to this when I'm heading to school
525,74,I used to listen whenever I'm in the school library
526,19,I used to listen whenever I'm in the school library
527,3,I enjoy walking past and watching people in the streets and this song makes my day even better.
528,56,This song adds so much bounce in my steps I feel like dancing.
529,9,I enjoy walking past and watching people in the streets and this song makes my day even better.
530,72,It fits the vibe whenever I walk in a dark empty street somehow.
531,34,Love it when I can blast this out loud at home
532,38,I usually close myself out from the outside world and listen to this
533,91,I usually close myself out from the outside world and listen to this
534,64,Love it!!!
535,64,I usually close myself out from the outside world and listen to this
536,39,Feel very at ease at home with this
537,16,Love it when I can blast this out loud at home
538,75,Love it!!!
539,89,Love it when I can blast this out loud at home
540,79,Love it when I can blast this out loud at home
541,17,I usually close myself out from the outside world and listen to this
542,94,Love it when I can blast this out loud at home
543,64,I usually close myself out from the outside world and listen to this
544,70,Morning trains can get really crowded and smelly but this helps me to stay away mentally
545,96,Time passes so much faster with this song when there's a jam
546,86,Morning trains can get really crowded and smelly but this helps me to stay away mentally
547,84,I listen to this while being stuck in a jam
548,31,I listen to this while being stuck in a jam
549,64,It's good for travelling on a long ride.
550,58,I listen to this while being stuck in a jam
551,15,It's good for travelling on a long ride.
552,54,Time passes so much faster with this song when there's a jam
553,97,I listen to this while being stuck in a jam
554,48,Time passes so much faster with this song when there's a jam
555,68,It fits the vibe whenever I walk in a dark empty street somehow.
556,15,It fits the vibe whenever I walk in a dark empty street somehow.
557,26,It fits the vibe whenever I walk in a dark empty street somehow.
558,52,It fits the vibe whenever I walk in a dark empty street somehow.
559,15,I enjoy walking past and watching people in the streets and this song makes my day even better.
560,11,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
561,1,It fits the vibe whenever I walk in a dark empty street somehow.
562,85,This song adds so much bounce in my steps I feel like dancing.
563,70,It helps to isolate me away from the people in the street and I feel like I'm in my own world while listen to this song.
564,98,This song adds so much bounce in my steps I feel like dancing.
565,37,It fits the vibe whenever I walk in a dark empty street somehow.
566,55,Morning trains can get really crowded and smelly but this helps me to stay away mentally
567,7,I listen to this while being stuck in a jam
568,22,Morning trains can get really crowded and smelly but this helps me to stay away mentally
569,88,Morning trains can get really crowded and smelly but this helps me to stay away mentally
570,38,Time passes so much faster with this song when there's a jam
571,68,It's good for travelling on a long ride.
572,60,I listen to this while being stuck in a jam
573,75,Morning trains can get really crowded and smelly but this helps me to stay away mentally
574,61,It's good for travelling on a long ride.
575,38,I listen to this while being stuck in a jam
576,80,I listen to this while being stuck in a jam
577,45,It's good for travelling on a long ride.
578,71,It's good for travelling on a long ride.
579,75,I listen to this while being stuck in a jam
580,46,I listen to this while being stuck in a jam
581,21,Morning trains can get really crowded and smelly but this helps me to stay away mentally
582,9,Morning trains can get really crowded and smelly but this helps me to stay away mentally
583,14,It's good for travelling on a long ride.
584,29,It's good for travelling on a long ride.
585,91,It's good for travelling on a long ride.
586,22,I listen to this while being stuck in a jam
587,6,Morning trains can get really crowded and smelly but this helps me to stay away mentally
588,86,It's good for travelling on a long ride.
589,61,I listen to this while being stuck in a jam
590,49,Morning trains can get really crowded and smelly but this helps me to stay away mentally
591,82,Time passes so much faster with this song when there's a jam
